producto_id;pais_edicion_id;issn;eissn;pagina_inicial;pagina_final;revista;volumen;numero;tomo;doi;editorial;revista_sjr
360777;31;0921-8971;;;;JOURNAL OF APPLIED PHYCOLOGY;;;;10.1007/s10811-018-1648-2;SPRINGER;NO INDEXADO
360783;10;1688-4094;;59;66;CIENCIAS PSICOLÓGICAS;12;1;;10.22235/cp.v12i1.1595;UNIVERSIDAD CATÓLICA DEL URUGUAY;NO INDEXADO
360785;31;0921-8971;;;;JOURNAL OF APPLIED PHYCOLOGY;;;;10.1007/s10811-018-1648-2;SPRINGER;NO INDEXADO
360790;1;0328-1035;;1;1;LA LEY;231;;;;LA LEY;NO INDEXADO
360794;21;0888-5885;;14307;14314;INDUSTRIAL & ENGINEERING CHEMICAL RESEARCH;;57;;10.1021/acs.iecr.8b02818;AMER CHEMICAL SOC;NO INDEXADO
360798;1;2314-1433;;249;259;AVANCES EN ENERGIAS RENOVABLES Y MEDIO AMBIENTE;22;;;;ASOCIACIÓN ARGENTINA DE ENERGÍAS RENOVABLES;NO INDEXADO
360805;57;1300-008X;;568;580;TURKISH JOURNAL OF BOTANY;42;5;;10.3906/bot-1707-42;TUBITAK SCIENTIFIC & TECHNICAL RESEARCH COUNCIL TURKEY;NO INDEXADO
360806;1;1852-8783;;;;SOCIEDADES DE PAISAJES ÁRIDOS Y SEMIÁRIDOS;;;;;UNIRIO;NO INDEXADO
360808;1;1850-535X;;37;48;REVISTA CONEXIONES;I;;;;EDITORIAL DE LA UNIVERSIDAD DE LA CUENCA DEL PLATA;NO INDEXADO
360813;1;1851-7587;;156;163;REVISTA DE CIENCIA Y TECNOLOGÍA;;;;;UNR EDITORA;NO INDEXADO
360842;1;2451-5590;;26;28;REVISTA FRONTERAS;;7;;;UNIVERSIDAD NACIONAL DE QUILMES;NO INDEXADO
360843;35;1138-7262;;24;31;METAS DE ENFERMERIA;21;10;;;DIFUSIÓN DE AVANCES DE ENFERMERÍA  DAE;NO INDEXADO
360930;1;0328-7750;;51;53;REVISTA DE TECNOLOGÍA AGROPECUARIA;10;36;;;REVISTA DE TECNOLOGÍA AGROPECUARIA;NO INDEXADO
360932;1;;;22;41;REVISTA PYMES, INNOVACIÓN Y DESARROLLO;6;2;;;ASOCIACIÓN CIVIL RED PYMES MERCOSUR.;NO INDEXADO
360934;1;0326-7091;;;;REVISTA DE ENSEÑANZA DE LA FÍSICA;;;;;LATINDEX;NO INDEXADO
360936;31;1863-5466;;127;137;PLANT BIOTECHNOLOGY REPORTS;12;;;;SPRINGER;NO INDEXADO
360937;1;1666-6186;;73;99;CUADERNO URBANO;25;25;;;NOBUKO / EUDENE;NO INDEXADO
360942;1;2591-4383;;42;43;AGROMENSAJES DE LA FACULTAD;;52;;;SECRETARÍA DE EXTENSIÓN DE LA FACULTAD DE CIENCIAS AGRARIAS - UNR;NO INDEXADO
360943;31;0167-4412;;;;PLANT MOLECULAR BIOLOGY;;;;10.1007/s11103-019-00888-w;SPRINGER;NO INDEXADO
360952;1;1851-3123;;57;68;REVISTA PILQUEN;21;4;;;CENTRO UNIVERSITARIO REGIONAL ZONA ATLÁNTICA;NO INDEXADO
360954;1;1515-3576;;169;196;DEL PRUDENTE SABER Y EL MÁXIMO POSIBLE DE SABOR.;10;;;;FACULTAD DE CS. DE LA EDUCACIÓN, UNIVERSIDAD NACIONAL DE ENTRE RÍOS;NO INDEXADO
360961;35;;;15;26;LAS TORRES DE LUCCA;;;;;"GRUPO DE INVESTIGACIÓN ""ÉTICA, POLÍTICA Y DERECHOS HUMANOS EN LA SOCIEDAD TECNOLÓGICA"" (REF. 941719), UNIV. COMPLUTENSE DE MADRID";NO INDEXADO
360966;1;2451-7747;;3;12;REVISTA DE DIVULGACIÓN TÉCNICA AGROPECUARIA, AGROINDUSTRIAL Y AMBIENTAL;5;3;;; FACULTAD DE CIENCIAS AGRARIAS, UNIVERSIDAD NACIONAL DE LOMAS DE ZAMORA;NO INDEXADO
360967;1;1668-348X;;;;ATENEA;;;;;UNIVERSIDAD DE LA MARINA MERCANTE;NO INDEXADO
360969;1;;;;;AGRISCIENTIA;38;;;10.31047/1668.298x.v35.n2.19319;FACULTAD DE CIENCIAS AGROPECUARIAS DE LA UNIVERSIDAD NACIONAL DE CÓRDOBA;NO INDEXADO
360971;71;0815-3191;;343;350;AUSTRALASIAN PLANT PATHOLOGY;47;4;;10.1007/s13313-018-0563-y;CSIRO PUBLISHING;NO INDEXADO
360975;1;0328-3186;;105;134;REVISTA REDES;24;46;;;UNIVERSIDAD NACIONAL DE QUILMES;NO INDEXADO
360977;1;;;13;23;HORTICULTURA ARGENTINA;37;;;;ASOCIACION ARGENTINA DE HORTICULTURA;NO INDEXADO
360982;1;2346-8971;;1;16;TRABAJOS Y COMUNICACIONES;;48;;10.24215/23468971e062;FACULTAD DE HUMANIDADES Y CIENCIAS DE LA EDUCACIÓN, UNIVERSIDAD NACIONAL DE LA PLATA;NO INDEXADO
360986;1;0373-5680;;30;35;REVISTA DE LA SOCIEDAD ENTOMOLÃ³GICA ARGENTINA;77;;;;SOCIEDAD ENTOMOLÓGICA ARGENTINA;NO INDEXADO
360987;1;;;;;INVESTIGACIONES EN FACULTADES DE INGENIERÍA;;4;;;UNIVERSIDAD NACIONAL DE SANTIAGO DEL ESTERO;NO INDEXADO
360990;1;2451-7747;;;;REVISTA DE DIVULGACIÓN TÉCNICA AGROPECUARIA, AGROINDUSTRIAL Y AMBIENTAL;5(3);;;;2451-7747 - REVISTA DE DIVULGACIÓN TÉCNICA AGROPECUARIA, AGROINDUSTRIAL Y AMBIENTAL ;NO INDEXADO
360993;1;2451-7747;;;;REVISTA DE DIVULGACIÓN TÉCNICA AGROPECUARIA, AGROINDUSTRIAL Y AMBIENTAL;5(4);;;;FACULTAD CS.AGRARIAS UNLZ;NO INDEXADO
360998;1;;;1;17;REVISTA DE HISTORIA REGIONAL;;39;;;ISP N 3;NO INDEXADO
361001;1;1853-354X;;27;40;TEMAS DE ANTROPOLOGÍA Y MIGRACIÓN;;10;;;FACULTAD DE FILOSOFÍA Y LETRAS, UNIVERSIDAD DE BUENOS AIRES;NO INDEXADO
361003;1;1020-4989;;3;6;REVISTA PANAMERICANA DE SALUD PÃºBLICA;1;1;;;CEDIQUIFA;NO INDEXADO
361004;1;;;7021;7028;JOURNAL OF ENVIRONMENTAL CHEMICAL ENGINEERING;6;6;;10.1016/j.jece.2018.11.011;ELSEVIER LTD;NO INDEXADO
361005;1;1667-4243;;;;REVISTA FACULTAD DE ODONTOLOGÍA;12;;;;DEPARTAMENTO DE PUBLICACIONES DE LA FACULTAD DE ODONTOLOGÍA DE LA UNIVERSIDAD NACIONAL DE CUYO;NO INDEXADO
361006;1;1667-4243;;20;26;REVISTA DE LA FACULTAD DE ODONTOLOGÍA;12;;;;DEPARTAMENTO DE PUBLICACIONES DE LA FACULTAD DE ODONTOLOGÍA DE LA UNIVERSIDAD NACIONAL DE CUYO;NO INDEXADO
361084;1;;;;;SEPROSUL;;;;;ASOCIACIÓN DE UNIVERSIDADES DEL GRUPO MONTEVIDEO ;NO INDEXADO
361087;39;0961-1215;;;;LEONARDO MUSIC JOURNAL;28;;;;ELSEVIER SCIENCE BV;NO INDEXADO
361098;35;;;;;ELSEVIER SCIENCE B. V.;;;;;ELSEVIER ESPAÑA S.L.U.;NO INDEXADO
361099;39;1871-2584;;;;APPLIED RESEARCH IN QUALITY OF LIFE;;;;10.1007/s11482-018-9619-y;PROLOGUE. QUALITY OF LIFE IN SOUTH AMERICA;NO INDEXADO
361100;1;;;62;66;REVISTA DE TECNOLOGÍA AGROPECUARIA INTA PERGAMINO;10;;;;INTA;NO INDEXADO
361102;1;0080-2069;;64;65;REVISTA AGRONÓMICA DEL NOROESTE ARGENTINO;38;1;;;UNIVERSIDAD NACINAL DE TUCUMÁN. FACULTAD DE AGRONOMÍA Y ZOOTECNIA;NO INDEXADO
361103;1;0080-2069;;66;66;REVISTA AGRONÓMICA DEL NOROESTE ARGENTINO;38;1;;;UNIVERSIDAD NACINAL DE TUCUMÁN. FACULTAD DE AGRONOMÍA Y ZOOTECNIA;NO INDEXADO
361104;1;;;36;41;REVISTA DE DIVULGACIÓN TÉCNICA AGROPECUARIA, AGROINDUSTRIAL Y AMBIENTAL;5;4;;;FACULTAD DE CIENCIAS AGRARIAS. UNIVERSIDAD NACIONAL DE LOMAS DE ZAMORA;NO INDEXADO
361106;1;1515-8349;;73;92;LA ESCALERA;;;;;BIBLIOGRAFIKA.COM;NO INDEXADO
361107;3;2526-2963;;191;206;MODOS. REVISTA DE HISTÓRIA DA ARTE;2;3;;;UNIVERSIDADE ESTADUAL DE CAMPINAS;NO INDEXADO
361108;1;2591-569X;;27;40;SEPARATA;;22;;;CENTRO DE INVESTIGACIONES DEL ARTE ARGENTINO Y LATINOAMERICANO-CIAAL, UNIVERSIDAD NACIONAL DE ROSARIO;NO INDEXADO
361109;1;1667-7900;;213;220;EL HILO DE LA FÁBULA;;18;;;CENTRO DE ESTUDIOS COMPARADOS, FACULTAD DE HUMANIDADES Y CIENCIAS, UNIVERSIDAD NACIONAL DEL LITORAL;NO INDEXADO
361140;1;1514-9358;;;;REVISTA CIENTIFICA DE UCES;22;2;;;UCES;NO INDEXADO
361141;1;;;377;396;MILLCAYAC;5;9;;;UNIVERSIDAD NACIONAL DE CUYO ;NO INDEXADO
361144;1;1668-8600;;18;37;TEMAS DE MUJERES;14;14;;;"UNIVERSIDAD NACIONAL DE TUCUMÁN; FFYL";NO INDEXADO
361145;1;;;;;INTERSECCIONES EN ANTROPOLOGÃ­A;;;;;UNIVERSIDAD NACIONAL DEL CENTRO DE LA PROVINCIA DE BUENOS AIRES. FACULTAD DE CIENCIAS SOCIALES;NO INDEXADO
361146;3;;;12;32;CADERNOS DE PESQUISA EM EDUCAÇÃO;;47;;10.22535/cpe.v0i47;PROGRAMA DE PÓS-GRADUAÇÃO EM EDUCAÇÃO (PPGE/CE/UFES),;NO INDEXADO
361149;1;2618-2335;;17;23;FUEGIA. REVISTA DE ESTUDIOS SOCIALES Y DEL TERRITORIO;I;2;;;INSTITUTO DE CULTURA, SOCIEDAD Y ESTADO DE LA UNIVERSIDAD NACIONAL DE TIERRA DEL FUEGO;NO INDEXADO
361151;1;2545 8175;;;;MEMORIAS DE LA 2RA. JORNADA DE COMUNICACIÓN Y EMANCIPACIÓN. ESCENARIOS DE UNA COMUNICACIÓN DESDE EL SUR;;;;;CENTRO CULTURAL DE LA COOPERACIÓN FLOREAL GORINI/ FACULTAD DE CIENCIAS SOCIALES ? UNIVERSIDAD DE BUENOS AIRES;NO INDEXADO
361152;1;1668-5024;;209;222;HOLOGRAMATICA;2;28;;;FACULTAD DE CIENCIAS SOCIALES UNLZ;NO INDEXADO
361153;496;;;19;28;GLOBAL JOURNAL OF FOREIGN LANGUAGE TEACHING;8;;;;ACADEMIC WORLD AND RESEARCH CENTER;NO INDEXADO
361160;1;2250-8112;;82;93;REGISTROS;1;14;;;UNMDP;NO INDEXADO
361161;1;1669-7782;;10;28;ENFOQUES SOBRE SALUD, BIOÉTICA Y DERECHO;II;1;;;FUNDALEIS;NO INDEXADO
361172;1;2618-2327;;;;REVISTA DE CIENCIAS EMPRESARIALES Y SOCIALES;1;1;;;UCES;NO INDEXADO
361173;1;2618-2327;;;;JORNADAS DE CIENCIA Y TECNOLOGÍA 2018;1;;;;SECYT UTN;NO INDEXADO
361224;21;0304-4092;;;;DIALECTICAL ANTHROPOLOGY;;;;;SPRINGER;NO INDEXADO
361225;3;0103-4979;;87;98;CADERNO CRH;31;82;;10.1590/S0103-49792018000100006;FEDERAL UNIVERSITY OF BAHIA HUMAN RESOURCES CENTER;NO INDEXADO
361226;1;;;1;5;REVISTA LATINOAMERICANA DE ANTROPOLOGÍA DEL TRABAJO;3;;;;DEL CENTRO DE ESTUDIOS E INVESTIGACIONES LABORALES (CEIL-CONICET) DE ARGENTINA Y EL CENTRO DE INVESTIGACIÓN Y ESTUDIOS SUPERIORES EN ANTROPOLOGÍA SOCIAL (CIESAS-CONACYT) DE MÉXICO;NO INDEXADO
361228;82;;;;;JOURNAL OF THE ROYAL ANTHROPOLOGICAL INSTITUTE;;;;;ROYAL ANTHROPOLOGICAL INSTITUTE- WILLWY;NO INDEXADO
361229;37;0014-0481;;;;ESPACES ET SOCIÉTÉS;;;;;ÉRÈS- CNRS-CNL-FONDATION MAISON DES SCIENCES DE L'HOMME	;NO INDEXADO
361230;82;;;;;HUMAN REMAINS AND VIOLENCE;;;;;MANCHESTER UNIVERSITY PRESS;NO INDEXADO
361231;33;0964-0282;;584;585;SOCIAL ANTHROPOLOGY/ANTHROPOLOGIE SOCIALE;26;4;;10.1111/1469-8676.12575;EASA-WILEY;NO INDEXADO
361234;39;0022-3115;;524;538;JOURNAL OF NUCLEAR MATERIALS;510;;;10.1016/j.jnucmat.2018.08.003;ELSEVIER SCIENCE BV;NO INDEXADO
361237;5;0717-9901;;;;REVISTA HORIZONTES EMPRESARIALES;;;;;FCE UNIVERSIDAD BIO BIO;NO INDEXADO
361238;1;0328-1035;;153;155;LA LEY;;;;;LA LEY;NO INDEXADO
361240;3;;;;;REVISTA INTERACAO;20;1;;;UNIS - MINAS GERAIS;NO INDEXADO
361241;1;0024-1636;;5;8;LA LEY;;149;;;THOMSON REUTERS-LA LEY;NO INDEXADO
361251;1;2451-778X;;7;15;TEKOHÁ;1;7;;;EDICIONES FHYCS;NO INDEXADO
361253;1;0325-7541;;285;289;REVISTA ARGENTINA DE MICROBIOLOGÃ­A;50;;;;ASOCIACION ARGENTINA MICROBIOLOGIA;NO INDEXADO
361254;1;0325-7541;;285;289;REVISTA ARGENTINA DE MICROBIOLOGÃ­A;50;;;;ASOCIACION ARGENTINA MICROBIOLOGIA;NO INDEXADO
361256;41;;;43;50;ANNALI DEL DIPARTIMENTO DI METODI E MODELLI PER L?ECONOMIA IL TERRITORIO E LA FINANZA;2018;;;;SAPIENZA UNIVERSITÀ EDITRICE;NO INDEXADO
361257;1;2314-324x;;211;211;ANÁLISIS DE LA VARIABILIDAD FENOTÍPICA FRENTE AL ANEGAMIENTO TEMPORARIO EN FAMILIAS DE MEDIOS HERMANOS DE MELILOTUS;38;;;;AAPA;NO INDEXADO
361270;1;2314-324x;;311;311;REVISTA ARGENTINA DE PRODUCCION ANIMAL;38;;;;AAPA;NO INDEXADO
361282;1;;;17;40;LA ESCALERA;;27;;;FACULTAD DE ARTE- UNIVERSIDAD NACIONAL DEL CENTRO;NO INDEXADO
361283;3;;;70;85;FOTOCRONOGRAFIAS;3;6;;;UNIVERSIDAD FEDERAL DE RIO GRANDE DO SUL, BRASIL;NO INDEXADO
361286;1;0370-4661;;17;32;REVISTA DE LA FACULTAD DE CIENCIAS AGRARIAS DE LA UNIVERSIDAD NACIONAL DE CUYO;50;;;;UNIV NACIONAL CUYO;NO INDEXADO
361287;33;0300-9009;;;;ACTA NEUROLOGICA BELGICA;;;;10.1007/s13760-018-1013-x;ACTA MEDICA BELGICA;NO INDEXADO
361292;1;0325-8718;;1;1;RIA;44;1;;;INTA;NO INDEXADO
361298;21;1049-9644;;223;228;BIOLOGICAL CONTROL;121;;;10.1016/j.biocontrol.2018.03.008;ACADEMIC PRESS INC ELSEVIER SCIENCE;NO INDEXADO
361387;4;1900-5407;;;;ANTÍPODA. REVISTA DE ANTROPOLOGÍA Y ARQUEOLOGÍA;;;;;UNIVERSIDAD DE LOS ANDES;NO INDEXADO
361391;1;0327-5159;;;;ARQUEOLOGÍA (BUENOS AIRES);;;;;UNIVERSIDAD DE BUENOS AIRES - FFYL;NO INDEXADO
361392;21;0093-4690;;;;JOURNAL OF FIELD ARCHAEOLOGY;;;;;TAYLOR AND FRANCIS ONLINE;NO INDEXADO
361393;1;2618-3935;;72;79;DIS;1;;;;CEDI - CENTRO DE EDICIÓN Y DISEÑO DE LA UNNOBA;NO INDEXADO
361394;9;1029-2004;;1;19;BOLETÍN DE ARQUEOLOGÍA PUCP;24;;;;FONDO EDITORIAL;NO INDEXADO
361397;1;2347-1204;;97;104;REVISTA DE POLITICAS SOCIALES;5;6;;;UNM EDITORA;NO INDEXADO
361399;39;0140-3664;;83;90;COMPUTER COMMUNICATIONS;121;;;10.1016/j.comcom.2018.03.010;ELSEVIER SCIENCE BV;NO INDEXADO
361407;4;0124-4035;;159;190;DESAFÍOS;30;2;;10.12804/revistas.urosario.edu.co/desafios/a.6222;UNIVERSIDAD DEL ROSARIO;NO INDEXADO
361409;1;1852-060X;;59;72;REVISTA DEL MUSEO DE ANTROPOLOGÍA DE CÓRDOBA;11;2;;10.31048/1852.4826.v11.n2.16616;FACULTAD DE FILOSOFÍA Y HUMANIDADES, UNIVERSIDAD NACIONAL DE CÓRDOBA;NO INDEXADO
361411;1;1514-6049;;145;160;ERASMUS: REVISTA PARA EL DIÁLOGO INTERCULTURAL;XX;2;;;EDICIONES DEL ICALA;NO INDEXADO
361416;21;;;44;47;ACADEMIC STAR;4;1;;;ACADEMIC STAR PUBLISHING COMPANY;NO INDEXADO
361418;21;2375-9402;;44;47;ACADEMIC STAR;4;1;;;ACADEMIC STAR PUBLISHING COMPANY;NO INDEXADO
361420;1;0370-4661;;;;REVISTA DE LA FACULTAD DE CIENCIAS AGRARIAS DE LA UNIVERSIDAD NACIONAL DE CUYO;;;;;UNIV NACIONAL CUYO;NO INDEXADO
361421;4;;;21;40;REVISTA COLOMBIANA DE SOCIOLOGÍA;41;2;;;UNAL;NO INDEXADO
361422;21;0022-2372;;;;JOURNAL OF MAMMALOGY;;;;;ALLIANCE COMMUNICATIONS GROUP DIVISION ALLEN PRESS;NO INDEXADO
361424;82;0022-5142;;;;JOURNAL OF THE SCIENCE OF FOOD AND AGRICULTURE;;;;10.1002/jsfa.9456;JOHN WILEY & SONS LTD;NO INDEXADO
361426;61;1674-9871;;431;439;GEOSCIENCE FRONTIERS;9;2;;10.1016/j.gsf.2017.05.005;ELSEVIER B.V.;NO INDEXADO
361427;61;1674-9871;;;;GEOSCIENCE FRONTIERS;;;;10.1016/j.gsf.2017.12.019;ELSEVIER B.V.;NO INDEXADO
361489;1;;;449;459;MECANICA COMPUTACIONAL;XXXV;;;;ASOCIACIÓN ARGENTINA DE MECÁNICA COMPUTACIONAL. AMCA;NO INDEXADO
361522;35;0213-8409;;;;LIMNETICA;;;;;ASOC ESPAN LIMNOL-MISLATA;NO INDEXADO
361527;82;0013-8703;;;;ENTOMOLOGIA EXPERIMENTALIS ET APPLICATA;;;;10.1111/eea.12731;WILEY-BLACKWELL PUBLISHING, INC;NO INDEXADO
361531;82;0013-8703;;;;ENTOMOLOGIA EXPERIMENTALIS ET APPLICATA;;;;10.1111/eea.12731;WILEY-BLACKWELL PUBLISHING, INC;NO INDEXADO
361535;82;0013-8703;;;;ENTOMOLOGIA EXPERIMENTALIS ET APPLICATA;;;;10.1111/eea.12731;WILEY-BLACKWELL PUBLISHING, INC;NO INDEXADO
361538;1;2524-9290;;;;BORDES. REVISTA DE POLÍTICA, DERECHO Y SOCIEDAD;;;;;UNIVERSIDAD NACIONAL DE JOSÉ C. PAZ;NO INDEXADO
361541;1;0325-1926;;41;52;REALIDAD ECONOMICA;;313;;;INSTITUTO ARGENTINO PARA EL DESARROLLO ECONÓMICO;NO INDEXADO
361542;1;0328-2643;;49;67;REVISTA DE CIENCIAS SOCIALES (QUILMES);;34;;;UNIVERSIDAD NACIONAL DE QUILMES;NO INDEXADO
361545;1;;;5;14;BARDA. REVISTA DEL CEFC;;6;;;CEFC-UNCO;NO INDEXADO
361548;1;0328-1035;;;;LA LEY;;;;;THOMSON REUTERS;NO INDEXADO
361553;1;1556-4894;;207;230;RELACIONES DE LA SOCIEDAD ARGENTINA DE ANTROPOLOGÍA;43;2;;;SOCIEDAD ARGENTINA DE ANTROPOLOGÍA;NO INDEXADO
361573;1;2362-2997;;;;CUADERNOS DEL SUR. HISTORIA;;;;;DEPARTAMENTO DE HUMANIDADES UNS;NO INDEXADO
361575;511;2213-2406;;104;111;CURRENT CHROMATOGRAPHY;5;2;;10.2174/2213240605666181109154409;BENTHAM SCIENCE;NO INDEXADO
361591;21;1082-0132;;223;231;FOOD SCIENCE AND TECHNOLOGY INTERNATIONAL;24;3;;10.1177/1082013217744424;SAGE PUBLICATIONS LTD;NO INDEXADO
361592;82;1553-8362;;1;18;INTERNATIONAL JOURNAL OF FRUIT SCIENCE;;;;10.1080/15538362.2018.1502722;TAYLOR & FRANCIS;NO INDEXADO
361593;1;1852-8783;;17;36;REVISTA SOCIEDADES DE PAISAJES ÁRIDOS Y SEMI-ÁRIDOS;XII;;;;REVISTA SOCIEDADES DE PAISAJES ÁRIDOS Y SEMI-ÁRIDOS, ARTÍCULOS ORIGINALES;NO INDEXADO
361597;1;0329-8213;;;;HISTORIA REGIONAL;U;38;;;"INSTITUTO SUPERIOR DEL PROFESORADO NRO. 3 ""EDUARDO LAFFERRIERE""";NO INDEXADO
361598;31;2411-9563;;42;53;EUROPEAN JOURNAL OF SOCIAL SCIENCES  EDUCATION AND RESEARCH (EJSER);12;1;;;TYPESET BY EUSER PRINTED IN BERGSTR. ROTTENBURG;NO INDEXADO
361599;5;0716-5714;;44;72;ORIENTACIÓN EDUCACIONAL;32;61;;;UNIVERSIDAD DE PLAYA ANCHA;NO INDEXADO
361600;33;2411-9563;;126;237;EUROPEAN JOURNAL OF SOCIAL SCIENCE;5;2;;;EUSER;NO INDEXADO
361601;33;2411-9563;;126;137;JOURNAL OF SOCIAL SCIENCE, EDUCATION AND RESEARCH;5;2;;;EUROPEAN CENTER FOR SCIENCE EDUCATION AND RESEARCH ;NO INDEXADO
361603;1;;;;;INFORME CIENTIFICO TECNICO;;;;;ICT - UNPA;NO INDEXADO
361604;31;2411-9563;;42;53;EUROPEAN JOURNAL OF SOCIAL SCIENCES  EDUCATION AND RESEARCH (EJSER);12;1;;;TYPESET BY EUSER PRINTED IN BERGSTR. ROTTENBURG;NO INDEXADO
361605;5;0716-5714;;44;72;ORIENTACIÓN EDUCACIONAL;32;61;;;UNIVERSIDAD DE PLAYA ANCHA;NO INDEXADO
361606;33;2411-9563;;126;237;EUROPEAN JOURNAL OF SOCIAL SCIENCE;5;2;;;EUSER;NO INDEXADO
361607;33;2411-9563;;126;137;JOURNAL OF SOCIAL SCIENCE, EDUCATION AND RESEARCH;5;2;;;EUROPEAN CENTER FOR SCIENCE EDUCATION AND RESEARCH ;NO INDEXADO
361614;54;0065-1036;;;;ACTA ARITHMETICA;;;;;POLISH ACAD SCIENCES INST MATHEMATICS;NO INDEXADO
361630;82;0308-8146;;120;127;FOOD CHEMISTRY;265;;;;ELSEVIER SCI LTD;NO INDEXADO
361632;1;2591-538X;;6;14;TERRITORIOS DEL CUIDADO;4;1;;;UNIVERSIDAD NACIONAL DE QUILMES;NO INDEXADO
361635;21;0090-3752;;189;213;NUCLEAR DATA SHEETS;148;;;10.1016/j.nds.2018.02.003;ACADEMIC PRESS INC ELSEVIER SCIENCE;NO INDEXADO
361699;35;2341-3808;;;;CUADERNOS DE GOBIERNO Y ADMINISTRACIÓN PÚBLICA;5;2;;10.5209/CGAP.62451;UCM;NO INDEXADO
361701;71;;;;;AUSTRAL ENTOMOLOGY;;;;;WILEY;NO INDEXADO
361709;1;2545-8701;;1;9;ANTIGUA MATANZA;2;3;;;UNIVERSIDAD NACIONAL DE LA MATANZA, SECRETARÍA DE EXTENSIÓN UNIVERSITARIA, JUNTA DE ESTUDIOS HISTÓRICOS DE LA MATANZA;NO INDEXADO
361710;1;2545-8701;;1;5;ANTIGUA MATANZA;2;4;;;UNIVERSIDAD NACIONAL DE LA MATANZA, SECRETARÍA DE EXTENSIÓN UNIVERSITARIA, JUNTA DE ESTUDIOS HISTÓRICOS DE LA MATANZA;NO INDEXADO
361712;31;0370-1972;;18003891;18003895;PHYSICA STATUS SOLIDI B-BASIC RESEARCH;255;12;;10.1002/pssb.201800389;WILEY-V C H VERLAG GMBH;NO INDEXADO
361713;1;0365-0375;;;;JOURNAL OF THE ARGENTINE CHEMICAL SOCIETY;;;;;ASOCIACIÓN QUÍMICA ARGENTINA;NO INDEXADO
361735;1;2545-8701;;188;190;ANTIGUA MATANZA;2;4;;;UNIVERSIDAD NACIONAL DE LA MATANZA;NO INDEXADO
361736;85;1936-1483;;;;REVISTA INTERNACIONAL DE DESASTRES NATURALES, ACCIDENTES E INFRAESTRUCTURA CIVIL;;;;;UNIVERSIDAD DE PUERTO RICO- RECINTO DE MAYAGÜEZ;NO INDEXADO
361742;21;;;733;747;MANAGERIAL AND DECISION ECONOMICS;39;6;;;JOHN WILEY & SONS;NO INDEXADO
361743;9;1016-913X;;;;ARETÉ;;;;;DEPARTAMENTO DE HUMANIDADES DE LA PONTIFICIA UNIVERSIDAD CATÓLICA DEL PERÚ (PUCP);NO INDEXADO
361744;4;;;;;FRANCISCANUM;;;;;FACULTAD DE CIENCIAS HUMANAS Y SOCIALES DE LA UNIVERSIDAD DE SAN BUENAVENTURA DE BOGOTÁ;NO INDEXADO
361748;1;2250D8139;;159;176;RIHUMSO, REVISTA DE INVESTIGACIÓN DEL DEPARTAMENTO DE HUMANIDADES Y CIENCIAS SOCIALES UNIVERSIDAD NACIONAL DE LA MATANZA;;7;;;DEPARTAMENTO DE HUMANIDADES Y CIENCIAS SOCIALES UNIVERSIDAD NACIONAL DE LA MATANZA;NO INDEXADO
361752;5;2473-4985;;;;REVISTA INVESTIGACIÓN CUALITATIVA;;;;;UNIVERSIDAD DE CHILE;NO INDEXADO
361754;1;1853-6034;;221;237;REVISTA RÉTOR;8;2;;;ASOCIACIÓN ARGENTINA DE RETÓRICA;NO INDEXADO
361756;1;0325-187X;;;;METEOROLÓGICA;;;;;CENTRO ARGENTINO DE METEORÓLOGOS;NO INDEXADO
361757;1;0325-187X;;;;METEOROLÓGICA;;;;;CENTRO ARGENTINO DE METEORÓLOGOS;NO INDEXADO
361759;1;1514-500X;;32;33;MÉDICOS MEDICINA GLOBAL;;107;;;MÉDICOS S. R. L.;NO INDEXADO
361760;1;1514-500X;;24;25;MÉDICOS MEDICINA GLOBAL;;106;;;MÉDICOS S. R. L.;NO INDEXADO
361761;1;1514-500X;;28;29;MÉDICOS MEDICINA GLOBAL;;105;;;MÉDICOS S. R. L.;NO INDEXADO
361762;1;1514-500X;;24;25;MÉDICOS MEDICINA GLOBAL;;104;;;MÉDICOS S. R. L.;NO INDEXADO
361763;1;;;1;26;REVISTA IBEROAMERICANA DE EDUCACIÓN;1;;;;FUNDACIÓN CULTURAL DE PROFESORES Y AMIGOS DE LA ESCUELA SUPERIOR INTEGRAL DE LECHERÍA.;NO INDEXADO
361764;1;1514-500X;;;;MÉDICOS MEDICINA GLOBAL;;102;;;MÉDICOS S. R. L.;NO INDEXADO
361766;1;1514-9064;;39;52;REVISTA DE SOCIEDADES Y CONCURSOS;19;2;;;FIDAS;NO INDEXADO
361769;1;0329-7055;;11;21;ARCHITECTOR;100;;;;ADRIÁN J. A. CAPPETTO Y ASOCIADOS;NO INDEXADO
361779;1;1515-3738;;15;42;CULTURAS;;12;;;UNIERSIDAD NACIONAL DEL LITORAL;NO INDEXADO
361782;21;1548-0992;;987;995;IEEE LATIN AMERICA TRANSACTIONS;16;3;;10.1109/TLA.2018.8358683;IEEE-INST ELECTRICAL ELECTRONICS ENGINEERS INC;NO INDEXADO
361786;1;1666-6038;;248;257;JOURNAL OF COMPUTER SCIENCE & TECHNOLOGIES;18;3;;10.24215/16666038.18.e28;SEDICI;NO INDEXADO
361789;7;0541-4040;;141;145;PILACREMUS;;;;;UNAM (UNIVERSIDAD AUTÓNOMA DE MÉXICO);NO INDEXADO
